# {"t_start": 1568036757.2229385, "env_id": "Pendulum-v0"} 
obnow,action,obnext,reward
[-19.03855436  -0.91839483],[1.9065218],[ 0.9821929  -0.18787526 -0.91839483],-0.14454156102070664
[-19.27240828  -0.05023844],[1.9997311],[ 0.91192215 -0.41036324 -0.05023844],-0.18087987774924372
[-3.81508016e-01 -5.31946673e-06],[1.8616006],[ 9.28104226e-01 -3.72320489e-01 -5.31946673e-06],-0.14901372050878242
[ 5.89194537e+00 -5.89831638e-06],[1.9066737],[ 9.24436938e-01 -3.81334954e-01 -5.89831638e-06],-0.156703864468557
[-12.55409602  -1.36444743],[1.144387],[ 0.99992467  0.01227428 -1.36444743],-0.2626428373088461
[-6.68249264e+00 -1.23769394e-05],[1.9438986],[ 9.21330510e-01 -3.88780261e-01 -1.23769394e-05],-0.1632245943501219
[-3.97353234e-01 -7.91624059e-06],[1.9348937],[ 9.22088466e-01 -3.86979148e-01 -7.91624059e-06],-0.16163309137184145
[-4.04819493e-01 -1.76804634e-05],[1.9692603],[ 9.19173505e-01 -3.93852849e-01 -1.76804634e-05],-0.16775609235878194
[-38.12338645  -0.69766317],[1.9999603],[ 0.91133759 -0.41165982 -0.69766317],-0.20645361735421777
[-3.71826433e-01 -5.63198389e-06],[1.8165869],[ 9.31665324e-01 -3.63317662e-01 -5.63198389e-06],-0.14155467494825913
[-3.66551594e-01 -4.22330001e-06],[1.7919912],[ 9.33568797e-01 -3.58398245e-01 -4.22330001e-06],-0.13757114897884587
[-9.36578029 -7.96545949],[-1.8705785],[-0.99826014 -0.05896345 -7.96545949],-12.616843371872148
[-3.82570997e-01 -5.64233280e-06],[1.866533],[ 9.27707932e-01 -3.73306835e-01 -5.64233280e-06],-0.14984429751162467
[-31.47722103  -1.49791249],[1.974775],[ 0.99812208 -0.06125612 -1.49791249],-0.3296451355679872
[-3.86332079e-01 -5.67197448e-06],[1.8839658],[ 9.26297336e-01 -3.76793372e-01 -5.67197448e-06],-0.15280158320193338
[-6.62783546e+00 -1.37349764e-05],[1.6893338],[ 9.41193713e-01 -3.37867422e-01 -1.37349764e-05],-0.12163710167607072
[-12.93206176  -0.20598604],[1.9830831],[ 0.93387683 -0.35759482 -0.20598604],-0.13611564474717053
[ 5.90957278e+00 -6.68692714e-06],[1.8249043],[ 9.31014920e-01 -3.64981122e-01 -6.68692714e-06],-0.1429163455431031
[-24.6176668   -3.72300327],[1.5282801],[ 0.87025606  0.49259962 -3.72300327],-2.4619593452644994
[-37.35466019  -3.45354495],[1.996475],[ 0.94126076  0.33768059 -3.45354495],-1.9719858556732253
[-6.67324737e+00 -6.23085385e-06],[1.9012272],[ 9.24885463e-01 -3.80245816e-01 -6.23085385e-06],-0.15576283411491673
[-14.7997454   -6.43759893],[-1.764103],[-0.61515177 -0.78840871 -6.43759893],-6.6447411288105895
[-3.80924155e-01 -4.33759720e-06],[1.8588917],[ 9.28321451e-01 -3.71778541e-01 -4.33759720e-06],-0.1485585249073446
[-12.88446477  -0.36043009],[1.9456947],[ 0.94983321 -0.31275689 -0.36043009],-0.11237027604850751
[-3.80040248e-01 -5.05023775e-06],[1.8547878],[ 9.28649706e-01 -3.70957846e-01 -5.05023775e-06],-0.1478706361860589
[-16.98334742  -7.28168667],[-1.9587414],[-0.29113419  0.95668223 -7.28168667],-10.724594059199832
[ 5.91957299e+00 -4.96704858e-06],[1.7782624],[ 9.34618193e-01 -3.55652687e-01 -4.96704858e-06],-0.1353759558643196
[-6.92093489 -1.23962676],[-1.7649914],[ 0.80343766 -0.59538888 -1.23962676],-0.36671859254404204
[-3.69187134e-01 -4.24558738e-06],[1.8042853],[ 9.32620982e-01 -3.60857455e-01 -4.24558738e-06],-0.13955442852731076
[-12.97248096  -0.08308236],[1.9974],[ 0.91866433 -0.39503904 -0.08308236],-0.16635547053414185
[-19.3335771   -0.24697361],[1.9999999],[ 0.88513086 -0.4653422  -0.24697361],-0.23072641598344476
[-31.2807282   -2.41313639],[1.964133],[ 0.99087462  0.13478684 -2.41313639],-0.908905628151799
[-36.92032723  -4.98090589],[1.8050611],[ 0.71176777  0.70241487 -4.98090589],-4.533380270649951
[ 5.90929041e+00 -4.07697183e-06],[1.8262188],[ 9.30911824e-01 -3.65243996e-01 -4.07697183e-06],-0.14313231443705482
[-3.69610307e-01 -5.31600478e-06],[1.8062583],[ 9.32468194e-01 -3.61252083e-01 -5.31600478e-06],-0.13987415157482747
[-3.84510942e-01 -5.76019612e-06],[1.8755274],[ 9.26981992e-01 -3.75105834e-01 -5.76019612e-06],-0.1513660458708352
[-3.82164438e-01 -5.95877232e-06],[1.8646473],[ 9.27859626e-01 -3.72929636e-01 -5.95877232e-06],-0.14952633948715555
[-16.73783668  -7.71139472],[-1.866472],[-0.51492736  0.85723381 -7.71139472],-12.4523790912372
[ 5.90336480e+00 -9.61148197e-06],[1.8537663],[ 9.28731200e-01 -3.70753771e-01 -9.61148197e-06],-0.14769969931694185
[-3.80368762e-01 -4.99615441e-06],[1.856313],[ 9.28527791e-01 -3.71262900e-01 -4.99615441e-06],-0.14812610275467725
[-6.67898098e+00 -8.71487999e-06],[1.9277103],[ 9.22690089e-01 -3.85542474e-01 -8.71487999e-06],-0.16036993987329962
[-12.93258323  -0.20259483],[1.9938855],[ 0.93369023 -0.35808176 -0.20259483],-0.13654132412928088
[-3.9061432e-01 -6.4171213e-06],[1.9037812],[ 9.24675328e-01 -3.80756534e-01 -6.41712130e-06],-0.15620367917077618
[-19.24641629  -0.23013717],[1.9999981],[ 0.92227908 -0.38652463 -0.23013717],-0.15865872574711307
[-3.82114827e-01 -4.78210465e-06],[1.864417],[ 9.27878127e-01 -3.72883604e-01 -4.78210465e-06],-0.14948760904154063
[-12.61393469  -1.44169302],[1.7142453],[ 0.99886904 -0.04754614 -1.44169302],-0.2984238013282021
[ 5.87602493e+00 -3.26307331e-04],[1.9799005],[ 9.18249025e-01 -3.96003444e-01 -3.26307331e-04],-0.16968630050506514
[-6.67297042e+00 -7.89869496e-06],[1.8999465],[ 9.24990736e-01 -3.79989657e-01 -7.89869496e-06],-0.1555419240407971
[-6.67027191e+00 -6.41084216e-06],[1.8874595],[ 9.26012774e-01 -3.77492176e-01 -6.41084216e-06],-0.15339829178462647
[-3.89831164e-01 -5.16658113e-06],[1.9001592],[ 9.24973236e-01 -3.80032252e-01 -5.16658113e-06],-0.1555787402551312
[ 5.89745911e+00 -6.30067262e-06],[1.8811588],[ 9.26525458e-01 -3.76232076e-01 -6.30067262e-06],-0.1523232147863751
[ 5.89555759e+00 -5.13309658e-06],[1.8899643],[ 9.25808372e-01 -3.77993198e-01 -5.13309658e-06],-0.15382701047426917
[-3.78752551e-01 -5.09945598e-06],[1.8488075],[ 9.29126617e-01 -3.69761720e-01 -5.09945598e-06],-0.14687139098276805
[-25.88495787  -2.03870667],[-1.9214376],[ 0.73017612 -0.68325898 -2.03870667],-0.594631631375402
[-36.04535239  -7.31012858],[-1.9755918],[-0.08286799  0.99656053 -7.31012858],-9.994368817500167
[-3.77911765e-01 -4.90199705e-06],[1.8449008],[ 9.29437179e-01 -3.68980392e-01 -4.90199705e-06],-0.14622077606765504
[ 5.88701385e+00 -5.97320602e-06],[1.9294443],[ 9.22545144e-01 -3.85889177e-01 -5.97320602e-06],-0.16067434387492893
[ 5.89131841e+00 -5.64038136e-06],[1.9095708],[ 9.24197677e-01 -3.81914458e-01 -5.64038136e-06],-0.1572059019440905
[ 5.89638353e+00 -5.31980957e-06],[1.8861413],[ 9.26120255e-01 -3.77228411e-01 -5.31980957e-06],-0.15317293831863088
[-6.67043454e+00 -5.47736781e-06],[1.8882134],[ 9.25951370e-01 -3.77642768e-01 -5.47736781e-06],-0.15352710381289492
[ 5.88591918e+00 -6.96421620e-06],[1.9344926],[ 9.22122170e-01 -3.86898829e-01 -6.96421620e-06],-0.16156236251133405
[ 5.88127397e+00 -1.15206600e-05],[1.955888],[ 9.20315004e-01 -3.91178084e-01 -1.15206600e-05],-0.16535775412498083
[-31.89331243  -0.47153926],[1.9999886],[ 0.88819903 -0.45945891 -0.47153926],-0.22954468032579692
[-12.45840174  -2.12263402],[1.8009318],[ 0.99417702  0.10775923 -2.12263402],-0.7004167473483931
[ 5.91411652e+00 -4.10899302e-06],[1.8037349],[ 9.32663683e-01 -3.60747079e-01 -4.10899302e-06],-0.13946507647242687
[ 5.88962492e+00 -5.46573941e-06],[1.9173936],[ 9.23549581e-01 -3.83479036e-01 -5.46573941e-06],-0.15856596442280527
[ 5.96745608e+00 -8.87734492e-06],[1.5525472],[ 9.50570201e-01 -3.10509732e-01 -8.87734492e-06],-0.1020950649813329
[-3.56843453e-01 -3.61472339e-06],[1.7465901],[ 9.37004130e-01 -3.49318280e-01 -3.61472339e-06],-0.1303876977236259
[ 5.91238358e+00 -4.81775631e-06],[1.8118125],[ 9.32037128e-01 -3.62362791e-01 -4.81775631e-06],-0.14077640913680373
[-3.91347752e-01 -5.51280084e-06],[1.9071723],[ 9.24395820e-01 -3.81434618e-01 -5.51280084e-06],-0.1567901539043141
[-3.72861477e-01 -4.04341277e-06],[1.8214074],[ 9.31288776e-01 -3.64281781e-01 -4.04341277e-06],-0.14234305519070872
[-3.78545739e-01 -4.71831853e-06],[1.8478466],[ 9.29203068e-01 -3.69569557e-01 -4.71831853e-06],-0.14671123540226524
[-19.76258032  -2.60709494],[1.1305821],[ 0.61135517 -0.79135634 -2.60709494],-1.1191110035864815
[-3.50226133e-01 -3.11914697e-06],[1.715551],[ 9.39295148e-01 -3.43110222e-01 -3.11914697e-06],-0.12560135062487743
[-25.57734396  -0.56872892],[1.9999979],[ 0.9027816  -0.43009926 -0.56872892],-0.20917745022524875
[-12.92014329  -0.20260527],[1.9328786],[ 0.93807239 -0.34643931 -0.20260527],-0.12757883422976468
[-37.76655129  -1.71832407],[1.999999],[ 0.99772682 -0.06738834 -1.71832407],-0.4173172286053831
[-13.09652055  -0.41134372],[1.9999994],[ 0.86273126 -0.5056627  -0.41134372],-0.27561048860316373
[-3.82808622e-01 -4.52544797e-06],[1.8676348],[ 9.27619199e-01 -3.73527271e-01 -4.52544797e-06],-0.15003032758260923
[-3.78446768e-01 -5.53050593e-06],[1.8473867],[ 9.29239641e-01 -3.69477591e-01 -5.53050593e-06],-0.14663458452527114
[-12.88050044  -0.34527943],[1.9209025],[ 0.95106561 -0.30898899 -0.34527943],-0.10896056819631891
[-3.20069576e-01 -1.44391616e-05],[1.5731593],[ 9.49213530e-01 -3.14632604e-01 -1.44391616e-05],-0.10491890157253753
[ 5.91450335e+00 -4.68021670e-06],[1.8019304],[ 9.32803159e-01 -3.60386274e-01 -4.68021670e-06],-0.1391731687735527
[ 5.90323435e+00 -4.79098042e-06],[1.8543731],[ 9.28682825e-01 -3.70874927e-01 -4.79098042e-06],-0.1478012491199199
[ 5.89048001e+00 -6.19457488e-06],[1.9134442],[ 9.23877155e-01 -3.82689172e-01 -6.19457488e-06],-0.15787847343642716
[-3.71756628e-01 -4.50728002e-06],[1.816261],[ 9.31690684e-01 -3.63252625e-01 -4.50728002e-06],-0.14150162702872662
[-3.61496770e-01 -5.46000044e-06],[1.768372],[ 9.35368502e-01 -3.53674660e-01 -5.46000044e-06],-0.1338068568479809
[ 5.90837380e+00 -5.71195259e-06],[1.8304845],[ 9.30576644e-01 -3.66097132e-01 -5.71195259e-06],-0.14383412779767052
[-3.77425278e-01 -3.99478009e-06],[1.8426402],[ 9.29616573e-01 -3.68528190e-01 -3.99478009e-06],-0.14584501271539685
[-6.51669147 -0.68437618],[1.9240056],[ 0.97286109 -0.23138995 -0.68437618],-0.11139708974764641
[ 5.89873537e+00 -4.61047458e-06],[1.8752449],[ 9.27004872e-01 -3.75049286e-01 -4.61047458e-06],-0.1513181233348267
[-6.66090270e+00 -4.92233805e-06],[1.8439974],[ 9.29508881e-01 -3.68799728e-01 -4.92233805e-06],-0.14607056886246625
[-6.67947579e+00 -6.37332561e-06],[1.9299939],[ 9.22499209e-01 -3.85998977e-01 -6.37332561e-06],-0.16077076863686274
[ 5.89554896e+00 -6.02800547e-06],[1.8900051],[ 9.25805109e-01 -3.78001190e-01 -6.02800547e-06],-0.15383382195074072
[-6.66116543e+00 -4.19754378e-06],[1.8452188],[ 9.29411955e-01 -3.69043924e-01 -4.19754378e-06],-0.14627364554680847
[-6.99258151 -1.65457581],[-1.953978],[ 0.75875531 -0.65137575 -1.65457581],-0.481472584242923
[-3.95747678e-01 -6.32448142e-06],[1.9274895],[ 9.22708594e-01 -3.85498185e-01 -6.32448142e-06],-0.16033119019875636
[ 5.89811272e+00 -5.01576395e-06],[1.8781315],[ 9.26771168e-01 -3.75626412e-01 -5.01576395e-06],-0.15180808420302808
[-14.94592868  -6.46897284],[-1.8529019],[-0.72343284 -0.69039476 -6.46897284],-7.286500546138175
[ 5.87915070e+00 -1.36533141e-05],[1.9656532],[ 9.19482350e-01 -3.93131285e-01 -1.36533141e-05],-0.1671072076002456
[ 5.88960469e+00 -6.57863915e-06],[1.9174874],[ 9.23541826e-01 -3.83497714e-01 -6.57863915e-06],-0.1585821991399826
[ 5.88582468e+00 -8.18056456e-06],[1.9349278],[ 9.22085605e-01 -3.86985965e-01 -8.18056456e-06],-0.16163908807939528
[-19.37823329  -0.39553149],[1.9999993],[ 0.86347495 -0.50439172 -0.39553149],-0.2738778111489229
[-3.85968342e-01 -5.01509095e-06],[1.8822823],[ 9.26434329e-01 -3.76456418e-01 -5.01509095e-06],-0.15251435378627293
[-3.89388730e-01 -5.46806424e-06],[1.898114],[ 9.25141285e-01 -3.79622975e-01 -5.46806424e-06],-0.15522620641267598
[-6.65921952e+00 -5.70581838e-06],[1.8361722],[ 9.30128321e-01 -3.67234674e-01 -5.70581838e-06],-0.14477304163324747
[-3.82975219e-01 -4.62154424e-06],[1.8684076],[ 9.27556957e-01 -3.73681805e-01 -4.62154424e-06],-0.15016078850758455
[-3.98513543e-01 -6.23636138e-06],[1.9402429],[ 9.21638830e-01 -3.88048795e-01 -6.23636138e-06],-0.16257733750233166
[-3.99145354e-01 -7.22893987e-06],[1.9431535],[ 9.21393472e-01 -3.88631019e-01 -7.22893987e-06],-0.16309257071782596
[-6.59251225e+00 -8.95751855e-06],[1.5220865],[ 9.52538677e-01 -3.04417591e-01 -8.95751855e-06],-0.09799962665959812
[-6.64913011e+00 -8.95678432e-06],[1.7891563],[ 9.33786098e-01 -3.57831696e-01 -8.95678432e-06],-0.13711634955009375
[-3.96977970e-01 -6.12288113e-06],[1.9331644],[ 9.22233620e-01 -3.86633094e-01 -6.12288113e-06],-0.16132838987264417
[-6.67304766e+00 -4.84483097e-06],[1.9003047],[ 9.24961384e-01 -3.80061098e-01 -4.84483097e-06],-0.15560362075975792
[-3.73985022e-01 -4.89234925e-06],[1.826638],[ 9.30878901e-01 -3.65327896e-01 -4.89234925e-06],-0.14320122023922072
[-2.75825329e-01 -3.11902053e-06],[1.3617055],[ 9.62200754e-01 -2.72341161e-01 -3.11902053e-06],-0.07793376784661288
[-6.67096793e+00 -5.20775590e-06],[1.8906814],[ 9.25749806e-01 -3.78136611e-01 -5.20775590e-06],-0.15394983762264317
[-6.65788369e+00 -9.26752413e-06],[1.8299572],[ 9.30618052e-01 -3.65991858e-01 -9.26752413e-06],-0.14374727682303837
[-3.67546014e-01 -4.31816624e-06],[1.7966318],[ 9.33211937e-01 -3.59326427e-01 -4.31816624e-06],-0.13831779930004415
[-6.68678391e+00 -1.02320357e-05],[1.9636496],[ 9.19653670e-01 -3.92730348e-01 -1.02320357e-05],-0.16674734096158755
[-3.75479537e-01 -4.49688743e-06],[1.8335927],[ 9.30331874e-01 -3.66718700e-01 -4.49688743e-06],-0.1443467762124057
[-3.83421359e-01 -5.89345749e-06],[1.8704767],[ 9.27390150e-01 -3.74095588e-01 -5.89345749e-06],-0.15051039610080916
[-30.92744791  -3.79786781],[1.9831312],[ 0.88304784  0.46928298 -3.79786781],-2.5489407638555828
[-3.83650602e-01 -4.38087154e-06],[1.8715407],[ 9.27304367e-01 -3.74308176e-01 -4.38087154e-06],-0.15069028115006877
[-6.7747914  -0.27180725],[2.],[ 0.88157585 -0.47204239 -0.27180725],-0.23764256703341438
[-13.5234925   -3.11568102],[-1.5433359],[ 0.57587534 -0.81753752 -3.11568102],-1.1946448100002731
[-4.00185527e-01 -6.87658972e-06],[1.9479443],[ 9.20988731e-01 -3.89589217e-01 -6.87658972e-06],-0.16394266775067265
[ 5.89941044e+00 -4.74211550e-06],[1.872116],[ 9.27257846e-01 -3.74423407e-01 -4.74211550e-06],-0.15078778762714282
[ 5.89158725e+00 -6.86539783e-06],[1.9083285],[ 9.24300315e-01 -3.81665991e-01 -6.86539783e-06],-0.15699049080641989
[-24.26865965  -4.87916251],[-0.58697426],[ 0.64933885  0.76049922 -4.87916251],-4.211698027505978
[-27.34071202  -5.99300508],[-1.347725],[-0.59492671 -0.80377995 -5.99300508],-6.227358504071743
[-1.29685854e+01 -8.21738393e-06],[1.9572848],[ 9.20196257e-01 -3.91457340e-01 -8.21738393e-06],-0.16560736830835168
[-43.13844346  -5.32258169],[1.4762536],[ 0.66458825  0.74720978 -5.32258169],-5.0978431318138835
[-31.38969477  -2.02151557],[1.9999993],[ 0.99965597  0.02622876 -2.02151557],-0.6042696685539777
[ 5.92168762e+00 -4.57734992e-06],[1.7683767],[ 9.35368178e-01 -3.53675517e-01 -4.57734992e-06],-0.1338075671656347
[-23.60894091  -7.0925514 ],[-1.803961],[ 0.04697871  0.99889589 -7.0925514 ],-9.212001598737807
[ 5.88424867e+00 -7.46826113e-06],[1.9421918],[ 9.21474565e-01 -3.88438704e-01 -7.46826113e-06],-0.16292225494878784
[-3.97473895e-01 -6.45335025e-06],[1.9354503],[ 9.22041766e-01 -3.87090405e-01 -6.45335025e-06],-0.161731208532466
[-3.88347377e-01 -5.66197536e-06],[1.8932956],[ 9.25536105e-01 -3.78659370e-01 -5.66197536e-06],-0.15439803349216955
[-6.67059584e+00 -4.96411083e-06],[1.8889601],[ 9.25890445e-01 -3.77792118e-01 -4.96411083e-06],-0.153654896005447
[-3.79692325e-01 -4.16848409e-06],[1.8531728],[ 9.28778714e-01 -3.70634725e-01 -4.16848409e-06],-0.14760035309742858
[-6.66439006e+00 -5.50462120e-06],[1.8601938],[ 9.28217095e-01 -3.72039009e-01 -5.50462120e-06],-0.14877717312834576
[ 5.89049475e+00 -6.26348563e-06],[1.9133765],[ 9.23882796e-01 -3.82675553e-01 -6.26348563e-06],-0.15786663365451517
[-6.67512988e+00 -4.99909102e-06],[1.9099312],[ 9.24168007e-01 -3.81986249e-01 -4.99909102e-06],-0.15726819029143152
[-6.68483062e+00 -1.02162965e-05],[1.9546645],[ 9.20419031e-01 -3.90933251e-01 -1.02162965e-05],-0.1651392625665122
[-25.46081929  -0.35048423],[1.967015],[ 0.94666339 -0.3222242  -0.35048423],-0.1176473225299589
[-6.65815226e+00 -4.35661819e-06],[1.8312081],[ 9.30519726e-01 -3.66241778e-01 -4.35661819e-06],-0.14395337536474692
[-6.68538664e+00 -4.02453007e-04],[1.9572247],[ 9.20201524e-01 -3.91444958e-01 -4.02453007e-04],-0.16558047054112088
[-3.90477364e-01 -4.92262427e-06],[1.9031484],[ 9.24727466e-01 -3.80629891e-01 -4.92262427e-06],-0.15609435385231366
[-6.65701320e+00 -4.55788489e-06],[1.8259071],[ 9.30936294e-01 -3.65181621e-01 -4.55788489e-06],-0.14308105828812634
[-3.91665324e-01 -5.42882059e-06],[1.908639],[ 9.24274641e-01 -3.81728161e-01 -5.42882059e-06],-0.15704441638559594
[-12.78934283  -0.69764034],[1.8614849],[ 0.97524451 -0.22112923 -0.69764034],-0.10883731094478306
[-3.18166721e-01 -5.44968629e-06],[1.5641278],[ 9.49810511e-01 -3.12825820e-01 -5.44968629e-06],-0.10367638474772341
[-3.98061057e-01 -2.47072179e-05],[1.9381533],[ 9.21814322e-01 -3.87631727e-01 -2.47072179e-05],-0.16220806004893545
[-3.90835342e-01 -5.04605912e-06],[1.9048034],[ 9.24591150e-01 -3.80960897e-01 -5.04605912e-06],-0.15638034300322579
[-6.65292682e+00 -3.89282705e-06],[1.8068708],[ 9.32420786e-01 -3.61374429e-01 -3.89282705e-06],-0.1399734275113582
[ 5.91667204e+00 -3.98989082e-06],[1.7918118],[ 9.33582531e-01 -3.58362468e-01 -3.98989082e-06],-0.13754242168529834
[-32.6893755   -3.74586634],[1.8569021],[ 0.29298501 -0.95611704 -3.74586634],-2.3126595796583036
[-6.6447275e+00 -8.2647615e-06],[1.7685837],[ 9.35352436e-01 -3.53717146e-01 -8.26476150e-06],-0.1338403460199052
[-16.52188171  -7.97821476],[-1.87075],[-0.68665507  0.72698337 -7.97821476],-13.837765194152373
[-6.68006674e+00 -5.80761933e-06],[1.9327191],[ 9.22270939e-01 -3.86544067e-01 -5.80761933e-06],-0.16125004792613387
[-3.67217103e-01 -3.55682355e-06],[1.7950971],[ 9.33330072e-01 -3.59019465e-01 -3.55682355e-06],-0.13807064413338765
[-3.86761010e-01 -4.74646815e-06],[1.8859525],[ 9.26135633e-01 -3.77190655e-01 -4.74646815e-06],-0.15314071175951166
[ 5.91204763e+00 -3.81029105e-06],[1.8133787],[ 9.31915340e-01 -3.62675887e-01 -3.81029105e-06],-0.1410313777476573
[ 5.90912889e+00 -6.68772253e-06],[1.8269702],[ 9.30852815e-01 -3.65394359e-01 -6.68772253e-06],-0.14325577624854519
[-6.59806138e+00 -6.32988301e-06],[1.5484916],[ 9.50834767e-01 -3.09698636e-01 -6.32988301e-06],-0.10154456589789314
[ 5.90227481e+00 -7.90235387e-06],[1.8588272],[ 9.28326528e-01 -3.71765863e-01 -7.90235387e-06],-0.1485477450679757
[-19.248132    -0.04425457],[1.9763505],[ 0.92161456 -0.38810643 -0.04425457],-0.16127157928653096
[-50.22067635  -2.71830598],[1.9999993],[ 0.99899637  0.04479112 -2.71830598],-1.0308707029093274
[-37.58775787  -2.85916125],[1.9999996],[ 0.99380655  0.11112399 -2.85916125],-1.189481840942052
[-3.91866839e-01 -5.05798645e-06],[1.9095701],[ 9.24197698e-01 -3.81914408e-01 -5.05798645e-06],-0.15720587939541208
[-3.83625633e-01 -9.31503132e-06],[1.8714232],[ 9.27313713e-01 -3.74285021e-01 -9.31503132e-06],-0.15067049398168383
[-30.54674834  -5.1256606 ],[1.8717002],[ 0.64545446  0.76379876 -5.1256606 ],-4.970778020643765
[-4.01810442e-01 -7.39610403e-06],[1.9554242],[ 9.20354466e-01 -3.91085231e-01 -7.39610403e-06],-0.16527501800235372
[-3.94537661e-01 -5.02758699e-06],[1.9219065],[ 9.23174378e-01 -3.84381410e-01 -5.02758699e-06],-0.15935349179306849
[-0.40830834 -0.0015396 ],[1.9851555],[ 0.91779382 -0.3970573  -0.0015396 ],-0.17059393503462258
[-28.71864981  -8.        ],[-1.9860629],[-0.90290492  0.42984033 -8.        ],-16.08242801327169
[ 6.01172058e+00 -1.62982836e-06],[1.3407129],[ 9.63379173e-01 -2.68142815e-01 -1.62982836e-06],-0.07549056681830053
[ 5.90230464e+00 -4.62396658e-06],[1.8586897],[ 9.28337619e-01 -3.71738168e-01 -4.62396658e-06],-0.14852463194701027
[-4.05811494e-01 -2.69237044e-04],[1.9738275],[ 9.18782351e-01 -3.94764477e-01 -2.69237044e-04],-0.16856804583705465
[-3.80140098e-01 -3.63457898e-06],[1.8552527],[ 9.28612661e-01 -3.71050570e-01 -3.63457898e-06],-0.14794831899863453
[-6.66096238e+00 -4.41707601e-06],[1.8442758],[ 9.29486871e-01 -3.68855197e-01 -4.41707601e-06],-0.14611669991015727
[-6.64034267e+00 -6.72529153e-06],[1.7480605],[ 9.36894428e-01 -3.49612401e-01 -6.72529153e-06],-0.13061685926375854
[-4.05847980e-01 -1.37112697e-05],[1.973987],[ 9.18767947e-01 -3.94797999e-01 -1.37112697e-05],-0.16860865097810604
[-3.70576526e-01 -3.65220437e-06],[1.8107636],[ 9.32118710e-01 -3.62152882e-01 -3.65220437e-06],-0.1406056907205788
[-3.82902517e-01 -5.45822453e-06],[1.8680701],[ 9.27584122e-01 -3.73614368e-01 -5.45822453e-06],-0.1501038147440142
[-3.98609673e-01 -6.01848608e-06],[1.9406856],[ 9.21601522e-01 -3.88137390e-01 -6.01848608e-06],-0.16265569231502114
[-3.89153907e-01 -4.66330503e-06],[1.8970279],[ 9.25230404e-01 -3.79405720e-01 -4.66330503e-06],-0.15503929641209713
[-19.15348019  -0.38062699],[1.8707198],[ 0.95416943 -0.29926692 -0.38062699],-0.10495354426159927
[ 5.89009121e+00 -6.03042422e-06],[1.9152406],[ 9.23728293e-01 -3.83048353e-01 -6.03042422e-06],-0.15819088249586613
[-6.65306317e+00 -4.06097302e-06],[1.807507],[ 9.32371506e-01 -3.61501555e-01 -4.06097302e-06],-0.14007656312579914
[-3.89994546e-01 -5.19206349e-06],[1.900916],[ 9.24911134e-01 -3.80183370e-01 -5.19206349e-06],-0.15570902475182327
[-6.66215063e+00 -5.68559349e-06],[1.8497959],[ 9.29047920e-01 -3.69959407e-01 -5.68559349e-06],-0.14703624916140123
[ 5.89005089e+00 -6.16256098e-06],[1.9154264],[ 9.23712849e-01 -3.83085595e-01 -6.16256098e-06],-0.15822328736285426
